0.000000000000000000e+00,0.000000000000000000e+00
1.365661999057527247e-04,6.874576253429087735e-02
2.748645670111993754e-04,1.375254913730777906e-01
4.148951013163398437e-04,2.063391865163606287e-01
5.566578028211741297e-04,2.751868479641395027e-01
7.001526715257020165e-04,3.440684757164145235e-01
8.453797074299238294e-04,4.129840697731855803e-01
9.923389105338394599e-04,4.819336301344525619e-01
1.141030280837448691e-03,5.509171568002154684e-01
1.291453818340752065e-03,6.199346497704746328e-01
1.443609523043748715e-03,6.889861090452297221e-01
1.597497394946439508e-03,7.580715346244809583e-01
1.753117434048820974e-03,8.271909265082261209e-01
1.911169137942806372e-03,8.957339291175033802e-01
2.072321711505840155e-03,9.632482718877958261e-01
2.235264290257884829e-03,1.034458134884018499e+00
2.399350402811602830e-03,1.107976590008533879e+00
2.562341056883821536e-03,1.176987461244601185e+00
2.730379665645564068e-03,1.243446895864449342e+00
2.897584108861474880e-03,1.309953759272683982e+00
3.062479301180637183e-03,1.375081741690234338e+00
3.225246740182186132e-03,1.440752639685450198e+00
3.386759544630168258e-03,1.506842269812403323e+00
3.544671998255610225e-03,1.569658373687751407e+00
3.702611564795206880e-03,1.629801204061912312e+00
3.861053768367006013e-03,1.688265475496751211e+00
4.019105057619994092e-03,1.745704385792173241e+00
4.176837833479568433e-03,1.805320124518066560e+00
4.332586828590332013e-03,1.861398877167836918e+00
4.487998559320323551e-03,1.921665135419869497e+00
4.639532452257567365e-03,1.979391997001963777e+00
4.788432499503346255e-03,2.033243740445155989e+00
4.941294671842550064e-03,2.089359491358422805e+00
5.091497313784014780e-03,2.144235993943719887e+00
5.238547647537047068e-03,2.199537973487802223e+00
5.390871915323597503e-03,2.256238656934124176e+00
5.543710453125906892e-03,2.310072924026720376e+00
5.696822423630885403e-03,2.367724486801920047e+00
5.849174610577977454e-03,2.418920445380180251e+00
5.999739326253268785e-03,2.472326741525117555e+00
6.150237837582524410e-03,2.526289971185176064e+00
6.297709124091123954e-03,2.575504424890058708e+00
6.443659092777513121e-03,2.619482079388613549e+00
6.586131536519258117e-03,2.672261241760212958e+00
6.726110260191302086e-03,2.719486641053972420e+00
6.865818407576440574e-03,2.766073511625236403e+00
7.002168124125848075e-03,2.811673426028589162e+00
7.135002283936834645e-03,2.853760679961572233e+00
7.276259414913005194e-03,2.898698028749674194e+00
7.416253733693701534e-03,2.940931451316208811e+00
7.557478108031016710e-03,2.983565914664843000e+00
7.697999435520360735e-03,3.029559381740848600e+00
7.838602585500004452e-03,3.070286324457438099e+00
7.979377304710440211e-03,3.112969905872636112e+00
8.119556783732419236e-03,3.159433182709628252e+00
8.261190040165133225e-03,3.205429555344099679e+00
8.403098572149393305e-03,3.253681071345337017e+00
8.544905125483722580e-03,3.298952731356125323e+00
8.685695209446698054e-03,3.340371651556738541e+00
8.826999517354213592e-03,3.383425055893320543e+00
8.968338655105575000e-03,3.426488227329182568e+00
9.108144266160890512e-03,3.470233990005231473e+00
9.248421462244766494e-03,3.515213552319275347e+00
9.389985151132236932e-03,3.561678758004804379e+00
9.532053757577395314e-03,3.605052246770402036e+00
9.673571697741403450e-03,3.644039116250700872e+00
9.812957093180703361e-03,3.681999893594843698e+00
9.953341934674822880e-03,3.726579268980120929e+00
1.009608009418954712e-02,3.769418485129491181e+00
1.023912128716709079e-02,3.816930502715871754e+00
1.038245602293570713e-02,3.861200850765656334e+00
1.052443730137953525e-02,3.903607243131876459e+00
1.066862518403745817e-02,3.944393071014308028e+00
1.081134364810477227e-02,3.984829685169118285e+00
1.095617938428669093e-02,4.024895757691462350e+00
1.110584502006433001e-02,4.069382382490568162e+00
1.125342229341917862e-02,4.108572997347529565e+00
1.139776020701159694e-02,4.152504255053095505e+00
1.154128581585303279e-02,4.195367784522559873e+00
1.168336061887755191e-02,4.235114128900013597e+00
1.182490021251590522e-02,4.274530910462167377e+00
1.196366171146666033e-02,4.315518174017277886e+00
1.210061802476074949e-02,4.351896632135565213e+00
1.223623633762503313e-02,4.388823878376741483e+00
1.236981295821442881e-02,4.425525805623228059e+00
1.250256204751396330e-02,4.462940583689179341e+00
1.263535179466692381e-02,4.500685839852059722e+00
1.276676032658383489e-02,4.535416520750828795e+00
1.289778128434552681e-02,4.567584468369491724e+00
1.302858950823955475e-02,4.599655758562271934e+00
1.315988258567408857e-02,4.634106019283621869e+00
1.329357007665926509e-02,4.673278801505859725e+00
1.342709380748578762e-02,4.711956784935747322e+00
1.355995461949871007e-02,4.747246346626662117e+00
1.369406914464076086e-02,4.776786342541927688e+00
1.382960639518990634e-02,4.812401203924303594e+00
1.397084574267437769e-02,4.849563407260027326e+00
1.411154753114035945e-02,4.885720760364821835e+00
1.425600331795430498e-02,4.920338407053629126e+00
1.440200276713314229e-02,4.957735770197280623e+00
1.454242962558173827e-02,4.994929609106142365e+00
1.468398278719497234e-02,5.031978440376271067e+00
1.482627414799858774e-02,5.068399400733495597e+00
1.496914238960867991e-02,5.105325786978511360e+00
1.511341142672418224e-02,5.141964252651002099e+00
1.525586749214650692e-02,5.179838219525325194e+00
1.539854430782911995e-02,5.211109799286186117e+00
1.554125429479158438e-02,5.245688586434090972e+00
1.568430398790959107e-02,5.281278501784915314e+00
1.582662554839922922e-02,5.318839380913289006e+00
1.596888795343979692e-02,5.354049257816877905e+00
1.611169054355850866e-02,5.387449291224043257e+00
1.625179216221527695e-02,5.416936544803198750e+00
1.639276141716067628e-02,5.447943589744339121e+00
1.653532570388351400e-02,5.483060820489860987e+00
1.667701366989236822e-02,5.519931816839152461e+00
1.681937733947893449e-02,5.553795099465147267e+00
1.696101034251992767e-02,5.583764110609124920e+00
1.710380470892551227e-02,5.614126115428247132e+00
1.724789648701430950e-02,5.651337817685976539e+00
1.739124969734295520e-02,5.684371578727344776e+00
1.753339911271152921e-02,5.716383836326368595e+00
1.767673472383336081e-02,5.748585256224260753e+00
1.781953397378847892e-02,5.784375200539752626e+00
1.796337484800217266e-02,5.821737985694823259e+00
1.810742573788143295e-02,5.856403571026886468e+00
1.825157897498039944e-02,5.888841201156589378e+00
1.839499445056560697e-02,5.923076161838547904e+00
1.853880291367460825e-02,5.953992077900563729e+00
1.868251877362736568e-02,5.988538301908039152e+00
1.882769428507165971e-02,6.023993474288617200e+00
1.897227356579622021e-02,6.062130415703911090e+00
1.911654317880199377e-02,6.094266776892076187e+00
1.925793732559243077e-02,6.122149105631949695e+00
1.939991441155505120e-02,6.154175215312027269e+00
1.954114150409446554e-02,6.186806983432687979e+00
1.968116814183740182e-02,6.220452392173629441e+00
1.982196621915740739e-02,6.253100930219466669e+00
1.996353064518441994e-02,6.282897395419009712e+00
2.010462977490468789e-02,6.311739412305602315e+00
2.024601477655757140e-02,6.338688909350359779e+00
2.038641055996692070e-02,6.362335885987165263e+00
2.052815496322274794e-02,6.389524130252416612e+00
2.066878921127724908e-02,6.421644943938524364e+00
2.081028432315074408e-02,6.449809578704542190e+00
2.095246168071548259e-02,6.480352367002774727e+00
2.109522375119442933e-02,6.507979559452421903e+00
2.124046747108292513e-02,6.539056380796523626e+00
2.138615345166716350e-02,6.567568128442393238e+00
2.153180510919099414e-02,6.598212525287280528e+00
2.167738381293475569e-02,6.623479187983221550e+00
2.182281921214244622e-02,6.653638817276714690e+00
2.197010165271199786e-02,6.681290519617003376e+00
2.211640277625259374e-02,6.708482695293285225e+00
2.226170998228502521e-02,6.737711053170417408e+00
2.240637396495126499e-02,6.762408674833827682e+00
2.254996121708775086e-02,6.787061742553169630e+00
2.269326052408663849e-02,6.815514715604130913e+00
2.283622857899923406e-02,6.847974398492585379e+00
2.297802386791977791e-02,6.875451583040094405e+00
2.311664825891380712e-02,6.899526966765466618e+00
2.325497636587905287e-02,6.923031374466944499e+00
2.339334367945423293e-02,6.948695134248292327e+00
2.353136280976902278e-02,6.976143988065063084e+00
2.366985191261960358e-02,7.003707878654288344e+00
2.380764361234691609e-02,7.027924590463383581e+00
2.394477497324904933e-02,7.053641399722327954e+00
2.408259461517250899e-02,7.082084200247249939e+00
2.422154145864945096e-02,7.105850464494684715e+00
2.436084763462250183e-02,7.130531052091241939e+00
2.450067586664782249e-02,7.152455063272569191e+00
2.464113089764869216e-02,7.179445883132956396e+00
2.478194046973858020e-02,7.205562418608439046e+00
2.492278629988019592e-02,7.234216686046998745e+00
2.506338166382331492e-02,7.256029456724647275e+00
2.520385431706659990e-02,7.281635879333249406e+00
2.534430317452372045e-02,7.303373056348177350e+00
2.547956316845876451e-02,7.321608992413211503e+00
2.561602958341354166e-02,7.347544922551647595e+00
2.575684125174402747e-02,7.368124477160125529e+00
2.589749745273582648e-02,7.392521739020799565e+00
2.604071664187962432e-02,7.416642505972256494e+00
2.618309208266341587e-02,7.440487251012387837e+00
2.632830921945679761e-02,7.462859873049282555e+00
2.647376293197523101e-02,7.488148576218311980e+00
2.662060101560842842e-02,7.513297222869378622e+00
2.676593061225476106e-02,7.538096268794550525e+00
2.691371820073811330e-02,7.560812041586118859e+00
2.706184680840683157e-02,7.586223183637435419e+00
2.720905565019922021e-02,7.608493877700534647e+00
